trial_id,trial_type,input_state,byzantine_nodes,byzantine_strategies,n_coherent_flip,n_equivocate,n_withhold,detected_nodes,n_detected,n_undetected_byz,true_all_outcomes,reported_ctrl,recovered_ctrl,M_X_true,M_Z_true,M_X_rep,M_Z_rep,M_X_rec,M_Z_rec,M_correct_before,M_correct_after,fidelity_before,fidelity_after,bell_outcome,verification_pass,p_phi_plus,noise_level,n_controllers,max_byzantine,is_trap,trap_detected
443,regular,psi,"[3, 6]","{6: 'withhold', 3: 'equivocate'}",0,1,1,"[3, 6]",2,0,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 1]","[0, 0, 1, 1, 0, 0, 1, 1]","[0, 0, 0, 1, 0, 0, 1, 1]",0,0,0,1,0,0,0,1,0.30749019784548,0.9186053593673498,,,,0.01,8,2,False,False
444,regular,psi,"[5, 7]","{7: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[1, 1, 0, 1, 0, 1, 0, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 0, 1, 0, 1, 1, 1]",1,1,1,1,1,0,1,0,0.9186053709941584,0.30749018621867125,,,,0.01,8,2,False,False
445,regular,psi,"[3, 7]","{7: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 7]",2,0,"[1, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 1, 1, 0, 0, 0, 0]",1,1,1,1,1,1,1,1,0.9186053595815781,0.9186053595815781,,,,0.01,8,2,False,False
446,regular,psi,"[4, 5]","{4: 'equivocate', 5: 'equivocate'}",0,2,0,"[4, 5]",2,0,"[0, 0, 1, 0, 0, 1, 0, 1, 0, 0]","[1, 0, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 0, 1, 0, 0]",0,1,1,0,0,1,0,1,0.3114857586534804,0.9186053394413579,,,,0.01,8,2,False,False
447,regular,psi,"[1, 5]","{5: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[1, 0, 0, 1, 0, 0, 1, 1, 1, 0]","[0, 1, 0, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 1, 1, 0]",0,1,0,0,0,0,0,0,0.307490207758947,0.307490207758947,,,,0.01,8,2,False,False
448,regular,zero,"[1, 7]","{7: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[1, 0, 1, 1, 0, 0, 1, 1, 0, 1]","[1, 1, 0, 0, 1, 1, 1, 1]","[1, 1, 0, 0, 1, 1, 1, 1]",1,1,1,0,1,0,0,0,0.9521911002369061,0.9521911002369061,,,,0.01,8,2,True,False
449,regular,psi,"[3, 4]","{4: 'coherent_flip', 3: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 0, 1, 1, 0, 0, 0]",1,0,0,1,0,1,0,0,0.31148574924957395,0.31148574924957395,,,,0.01,8,2,False,False
450,regular,psi,"[2, 8]","{8: 'withhold', 2: 'equivocate'}",0,1,1,"[2, 8]",2,0,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 1, 1, 0, 0, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]",1,1,0,1,1,1,0,1,0.4624186592657895,0.9186052929341241,,,,0.01,8,2,False,False
451,regular,psi,"[4, 8]","{8: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 1, 1, 1, 0, 1, 1, 0, 1, 0]","[1, 1, 0, 0, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 1, 1]",1,1,1,1,0,1,1,0,0.9186053132885714,0.4624186735203584,,,,0.01,8,2,False,False
452,regular,psi,"[6, 8]","{8: 'coherent_flip', 6: 'equivocate'}",1,1,0,[6],1,1,"[0, 1, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,1,0,1,0,0.9186052830577923,0.46241868049752005,,,,0.01,8,2,False,False
453,regular,psi,"[3, 4]","{3: 'coherent_flip', 4: 'equivocate'}",1,1,0,[4],1,1,"[0, 0, 1, 0, 0, 1, 1, 0, 0, 0]","[1, 0, 1, 0, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]",1,0,0,1,1,1,0,0,0.3114857688383551,0.3074902210990975,,,,0.01,8,2,False,False
454,regular,psi,"[2, 7]","{2: 'coherent_flip', 7: 'coherent_flip'}",2,0,0,[],0,2,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0]","[1, 0, 1, 1, 1, 0, 0, 0]","[1, 0, 1, 1, 1, 0, 0, 0]",1,1,0,0,0,0,0,0,0.3114857534827613,0.3114857534827613,,,,0.01,8,2,False,False
455,regular,psi,"[2, 8]","{8: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 8]",2,0,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 1, 1, 1, 1]","[1, 1, 0, 1, 1, 1, 1, 0]",0,0,1,0,0,0,0,1,0.4624187266611035,0.9186053526194838,,,,0.01,8,2,False,False
456,verification,verification,"[1, 2]","{2: 'withhold', 1: 'coherent_flip'}",1,0,1,[2],1,1,"[1, 0, 1, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1, 0, 1]",1,0,1,1,1,1,0,0,,,Phi-,False,0.026165366952579268,0.01,8,2,False,False
457,regular,psi,"[4, 8]","{8: 'equivocate', 4: 'withhold'}",0,1,1,"[4, 8]",2,0,"[1, 1, 0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 1, 0, 1]","[0, 1, 1, 0, 0, 1, 0, 0]",1,0,0,0,1,0,0,1,0.4624187259704213,0.9186053311421752,,,,0.01,8,2,False,False
458,regular,psi,"[5, 6]","{6: 'withhold', 5: 'coherent_flip'}",1,0,1,[6],1,1,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]",1,0,1,1,1,1,0,0,0.3074902013028577,0.3074902013028577,,,,0.01,8,2,False,False
459,verification,verification,"[1, 4]","{4: 'withhold', 1: 'equivocate'}",0,1,1,"[1, 4]",2,0,"[0, 0, 0, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[0, 1, 0, 0, 0, 1, 1, 0]",0,1,0,0,0,1,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
460,regular,psi,"[4, 5]","{5: 'equivocate', 4: 'coherent_flip'}",1,1,0,[5],1,1,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 0, 1, 0, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 1]",0,0,1,1,1,0,0,0,0.31148574924957395,0.46241870986357453,,,,0.01,8,2,False,False
461,regular,psi,"[2, 6]","{2: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[1, 0, 0, 0, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1]","[0, 1, 1, 1, 0, 0, 0, 1]",0,0,1,0,1,0,0,0,0.46241870986357453,0.46241870986357453,,,,0.01,8,2,False,False
462,verification,verification,"[4, 6]","{6: 'withhold', 4: 'equivocate'}",0,1,1,"[4, 6]",2,0,"[1, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 1, 0, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]",1,0,0,0,1,0,0,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False
463,regular,psi,"[1, 2]","{1: 'equivocate', 2: 'equivocate'}",0,2,0,"[1, 2]",2,0,"[1, 1, 0, 0, 1, 0, 0, 0, 0, 0]","[1, 1, 1, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0]",1,0,0,1,1,0,0,1,0.3114857492495739,0.9186053694170129,,,,0.01,8,2,False,False
464,verification,verification,"[1, 2]","{2: 'equivocate', 1: 'equivocate'}",0,2,0,"[1, 2]",2,0,"[1, 0, 0, 1, 1, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[0, 1, 1, 0, 1, 0, 0, 1]",0,1,1,0,0,1,0,1,,,Phi+,True,0.9215037948341309,0.01,8,2,False,False
465,regular,psi,"[4, 5]","{4: 'equivocate', 5: 'withhold'}",0,1,1,"[4, 5]",2,0,"[1, 0, 0, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 1, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 1, 1, 0]",0,1,1,1,0,1,0,1,0.4624187088292415,0.9186053709941584,,,,0.01,8,2,False,False
466,regular,psi,"[2, 5]","{5: 'withhold', 2: 'withhold'}",0,0,2,"[2, 5]",2,0,"[1, 0, 1, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 1, 0, 0, 1]",1,0,1,0,1,0,1,1,0.9186053094657082,0.9186053094657082,,,,0.01,8,2,False,False
467,regular,psi,"[7, 8]","{8: 'withhold', 7: 'coherent_flip'}",1,0,1,[8],1,1,"[1, 1, 1, 0, 1, 0, 0, 1, 0, 0]","[1, 0, 1, 0, 0, 1, 1, 0]","[1, 0, 1, 0, 0, 1, 1, 0]",0,1,0,0,0,0,0,0,0.3074901862186712,0.3074901862186712,,,,0.01,8,2,False,False
468,regular,psi,"[3, 6]","{3: 'equivocate', 6: 'coherent_flip'}",1,1,0,[3],1,1,"[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 0]",1,0,0,1,0,0,0,0,0.3114857223311201,0.4624187204560502,,,,0.01,8,2,False,False
469,regular,psi,"[4, 7]","{4: 'withhold', 7: 'equivocate'}",0,1,1,"[4, 7]",2,0,"[1, 0, 1, 1, 0, 1, 1, 0, 0, 1]","[1, 1, 0, 1, 1, 0, 1, 1]","[1, 1, 0, 1, 1, 0, 0, 1]",1,1,1,0,1,1,0,1,0.30749021292966616,0.9186053226438304,,,,0.01,8,2,False,False
470,regular,psi,"[1, 8]","{8: 'coherent_flip', 1: 'withhold'}",1,0,1,[1],1,1,"[1, 0, 1, 0, 1, 0, 1, 1, 0, 0]","[1, 0, 1, 0, 1, 1, 0, 1]","[1, 0, 1, 0, 1, 1, 0, 1]",1,0,0,0,0,0,0,0,0.4624187016824727,0.4624187016824727,,,,0.01,8,2,False,False
471,regular,psi,"[5, 7]","{5: 'coherent_flip', 7: 'withhold'}",1,0,1,[7],1,1,"[1, 0, 0, 1, 1, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]",0,0,0,1,0,1,0,0,0.3074901714698389,0.3074901714698389,,,,0.01,8,2,False,False
472,regular,psi,"[6, 8]","{6: 'equivocate', 8: 'coherent_flip'}",1,1,0,[6],1,1,"[0, 1, 0, 1, 1, 0, 0, 0, 1, 1]","[0, 1, 1, 0, 0, 1, 1, 0]","[0, 1, 1, 0, 0, 0, 1, 0]",1,0,1,0,0,0,1,0,0.9186052846349431,0.4624186794631889,,,,0.01,8,2,False,False
473,regular,psi,"[1, 6]","{1: 'equivocate', 6: 'equivocate'}",0,2,0,"[1, 6]",2,0,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 0]","[0, 1, 0, 1, 0, 0, 1, 0]","[1, 1, 0, 1, 0, 1, 1, 0]",0,1,1,0,0,1,0,1,0.31148572275957687,0.9186053597958065,,,,0.01,8,2,False,False
474,verification,verification,"[1, 2]","{2: 'coherent_flip', 1: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 0, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]","[1, 1, 1, 1, 1, 0, 1, 1]",1,1,0,0,0,0,0,0,,,Psi-,False,0.02616541549533982,0.01,8,2,False,False
475,verification,verification,"[6, 8]","{8: 'withhold', 6: 'coherent_flip'}",1,0,1,[8],1,1,"[1, 1, 0, 0, 1, 1, 0, 1, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1]",0,0,1,0,1,0,0,0,,,Psi+,False,0.026165411542078874,0.01,8,2,False,False
476,regular,psi,"[1, 8]","{1: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[1, 0, 1, 1, 0, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 1]","[0, 1, 0, 1, 1, 1, 0, 1]",0,1,0,0,0,0,0,0,0.3074901881769366,0.3074901881769366,,,,0.01,8,2,False,False
477,regular,psi,"[1, 3]","{3: 'equivocate', 1: 'withhold'}",0,1,1,"[1, 3]",2,0,"[1, 1, 0, 1, 0, 0, 1, 1, 0, 0]","[0, 1, 1, 0, 1, 1, 0, 0]","[0, 1, 0, 0, 1, 1, 0, 0]",1,0,1,1,1,0,0,1,0.30749017146983887,0.9186053694170129,,,,0.01,8,2,False,False
478,regular,psi,"[4, 5]","{5: 'coherent_flip', 4: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 0, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 1, 0, 0, 0]",0,0,1,1,1,1,0,0,0.3114858335211038,0.3114858335211038,,,,0.01,8,2,False,False
479,regular,psi,"[2, 8]","{2: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[1, 1, 0, 1, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1]","[0, 0, 1, 1, 0, 0, 0, 1]",0,0,1,0,1,0,0,0,0.4624187098635745,0.4624187098635745,,,,0.01,8,2,False,False
480,regular,psi,"[4, 5]","{5: 'equivocate', 4: 'coherent_flip'}",1,1,0,[5],1,1,"[0, 0, 1, 1, 1, 1, 0, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 0, 0, 1, 1]",1,1,0,0,0,1,0,0,0.31148574745512875,0.4624187169713748,,,,0.01,8,2,False,False
481,verification,verification,"[4, 5]","{4: 'equivocate', 5: 'equivocate'}",0,2,0,"[4, 5]",2,0,"[0, 1, 0, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 1, 0, 1, 0]",1,0,0,1,1,0,0,1,,,Phi+,True,0.9215037650318076,0.01,8,2,False,False
482,regular,psi,"[5, 8]","{5: 'equivocate', 8: 'withhold'}",0,1,1,"[5, 8]",2,0,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",1,1,1,0,1,1,0,1,0.30749021895729867,0.9186053166161979,,,,0.01,8,2,False,False
483,verification,verification,"[5, 8]","{8: 'equivocate', 5: 'coherent_flip'}",1,1,0,[8],1,1,"[1, 1, 1, 0, 1, 0, 1, 0, 0, 1]","[1, 0, 1, 0, 0, 0, 0, 0]","[1, 0, 1, 0, 0, 0, 0, 1]",0,0,1,1,0,1,0,0,,,Phi-,False,0.026165381853740906,0.01,8,2,False,False
484,regular,psi,"[4, 8]","{4: 'coherent_flip', 8: 'withhold'}",1,0,1,[8],1,1,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]","[1, 0, 0, 0, 1, 1, 0, 1]",1,0,0,0,0,0,0,0,0.4624186825194064,0.4624186825194064,,,,0.01,8,2,False,False
485,regular,psi,"[2, 3]","{2: 'coherent_flip', 3: 'equivocate'}",1,1,0,[3],1,1,"[0, 0, 0, 0, 1, 1, 0, 0, 0, 0]","[0, 1, 0, 1, 0, 0, 0, 0]","[0, 1, 1, 1, 0, 0, 0, 0]",1,1,0,0,0,1,0,0,0.31148578046516384,0.4624186623220065,,,,0.01,8,2,False,False
486,regular,psi,"[2, 6]","{2: 'withhold', 6: 'withhold'}",0,0,2,"[2, 6]",2,0,"[0, 1, 1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]",1,0,1,0,1,0,1,1,0.9186053049893894,0.9186053049893894,,,,0.01,8,2,False,False
487,regular,psi,"[7, 8]","{8: 'withhold', 7: 'coherent_flip'}",1,0,1,[8],1,1,"[1, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 1, 1]",1,1,1,0,1,0,0,0,0.3074901961321386,0.3074901961321386,,,,0.01,8,2,False,False
488,regular,psi,"[4, 8]","{8: 'withhold', 4: 'withhold'}",0,0,2,"[4, 8]",2,0,"[0, 0, 0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 1, 0, 1]",0,1,0,1,0,1,1,1,0.9186053070467102,0.9186053070467102,,,,0.01,8,2,False,False
489,regular,psi,"[2, 6]","{2: 'coherent_flip', 6: 'withhold'}",1,0,1,[6],1,1,"[0, 1, 1, 0, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]","[1, 1, 1, 1, 0, 1, 1, 1]",0,1,1,1,1,1,0,0,0.46241866232200646,0.46241866232200646,,,,0.01,8,2,False,False
490,regular,psi,"[1, 8]","{8: 'coherent_flip', 1: 'coherent_flip'}",2,0,0,[],0,2,"[1, 0, 0, 1, 0, 1, 1, 1, 0, 0]","[1, 1, 0, 1, 1, 1, 0, 1]","[1, 1, 0, 1, 1, 1, 0, 1]",1,0,0,1,0,1,0,0,0.3114857680573853,0.3114857680573853,,,,0.01,8,2,False,False
491,verification,verification,"[1, 6]","{1: 'coherent_flip', 6: 'coherent_flip'}",2,0,0,[],0,2,"[0, 1, 0, 1, 0, 0, 0, 0, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]","[1, 1, 0, 0, 0, 1, 1, 0]",0,1,1,0,1,0,0,0,,,Psi-,False,0.02616541545808695,0.01,8,2,False,False
492,regular,psi,"[7, 8]","{8: 'coherent_flip', 7: 'equivocate'}",1,1,0,[7],1,1,"[1, 1, 0, 1, 1, 1, 1, 1, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 0, 1]",0,1,1,0,1,1,0,0,0.3114857339579289,0.4624187088292416,,,,0.01,8,2,False,False
493,regular,psi,"[1, 7]","{1: 'withhold', 7: 'coherent_flip'}",1,0,1,[1],1,1,"[1, 1, 1, 0, 0, 0, 1, 0, 1, 0]","[1, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 1, 0, 0, 0]",1,0,1,1,1,1,0,0,0.3074901714698389,0.3074901714698389,,,,0.01,8,2,False,False
494,regular,psi,"[2, 3]","{3: 'withhold', 2: 'withhold'}",0,0,2,"[2, 3]",2,0,"[1, 0, 1, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 1]",1,0,1,0,1,0,1,1,0.9186053311421751,0.9186053311421751,,,,0.01,8,2,False,False
495,regular,psi,"[2, 4]","{4: 'equivocate', 2: 'withhold'}",0,1,1,"[2, 4]",2,0,"[0, 0, 1, 0, 1, 1, 0, 0, 1, 1]","[1, 0, 1, 0, 0, 0, 1, 1]","[1, 0, 1, 1, 0, 0, 1, 1]",0,1,1,1,0,1,0,1,0.4624187088292415,0.9186053709941584,,,,0.01,8,2,False,False
496,regular,psi,"[4, 5]","{4: 'coherent_flip', 5: 'equivocate'}",1,1,0,[5],1,1,"[0, 1, 0, 1, 1, 0, 0, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1]",0,0,1,1,1,0,0,0,0.31148578190709725,0.46241868251940643,,,,0.01,8,2,False,False
497,regular,psi,"[5, 6]","{5: 'equivocate', 6: 'withhold'}",0,1,1,"[5, 6]",2,0,"[1, 1, 1, 1, 0, 0, 1, 0, 0, 0]","[1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 0, 0, 1, 0, 0, 0]",0,1,0,0,0,1,0,1,0.3074902073304903,0.9186053282430062,,,,0.01,8,2,False,False
498,verification,verification,"[3, 4]","{4: 'equivocate', 3: 'equivocate'}",0,2,0,"[3, 4]",2,0,"[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 1, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 0]",0,0,1,1,0,0,0,1,,,Phi+,True,0.9215037799329693,0.01,8,2,False,False
499,regular,psi,"[7, 8]","{7: 'withhold', 8: 'equivocate'}",0,1,1,"[7, 8]",2,0,"[0, 1, 1, 1, 1, 0, 1, 0, 1, 1]","[1, 1, 1, 0, 1, 0, 1, 0]","[1, 1, 1, 0, 1, 0, 1, 1]",1,0,0,0,1,0,0,1,0.4624186906615403,0.9186052734365916,,,,0.01,8,2,False,False
